user,no_of_edits
01:5B0:231F:24D8:8851:CE20:8EB6:3958,1
05:A000:1108:E00B:7065:63E5:6F:AA5B,1
.27.26.153,1
01:583:C003:E710:2105:D00F:3ED7:6A5D,2
07:FEA8:A7DF:FD1F:1C88:27E1:7234:7F25,1
.145.186.49,2
.195.137.10,1
Accassidy,1
Froztbyte,2
SeminoleNation,1
Alison,6
.87.114.51,2
2.140.222.30,3
Leknojp,1
Steel Dogg,11
4.158.2.133,6
Zeng8r,3
RRFWTommartin,1
4.253.244.90,1
Nihonjoe,29
01:8003:4505:AE00:9562:4CA6:D7AB:70E4,4
9.18.157.82,1
Nerd1853,2
A02:C7D:892B:3D00:41F4:FAE7:B65E:FD04,1
.137.8.218,1
Kai Lau,2
UncleTupelo1,41
Toyokuni3,1
00:1003:B112:FD6A:C5A6:CFBB:F91A:BB36,1
Merleblanc,1
2.15.64.170,1
Perthnrlteam,4
Ringerfan23,7
8.90.14.7,1
01:DA8:7000:43:D6EE:7FF:FE40:8987,5
Bazonka,33
Davidlwinkler,1
4.19.154.187,1
.249.86.227,1
8.199.75.166,1
06:A000:8C06:AA00:C015:623C:30AA:7983,2
Harold Asphalt,1
7.192.7.142,1
MSGJ,7
Akshay.singhal,1
AuthorAuthor,9
2.201.73.70,2
SwannBrand99,29
Derlinus,2
0.191.139.22,1
.27.191.15,1
Dbrodbeck,1
.87.125.2,1
.146.7.203,1
02:306:32E4:6C80:F15B:AF05:7393:BE06,1
8.45.114.164,4
.94.27.114,2
5.43.211.4,2
Dennis william nyback,3
NinjaRobotPirate,54
Elcarr18,4
1.184.126.196,2
Centerone,1
02:304:B26E:89B0:EDC2:DC75:C4C:C052,1
02:301:7700:5A10:F4E2:323B:C2:EEEC,1
.31.155.203,1
7.43.235.16,1
Philologick,1
.44.184.66,1
8.53.105.17,1
5.43.48.142,1
3.61.29.93,1
Stephan Leeds,2
Blooteuth,2
GTVM92,16
.132.91.226,1
Queens Historian,6
Maproom,5
.198.49.108,1
2.186.14.29,1
HammVsShorty516,4
8.167.254.15,2
6.220.90.229,1
Usernamen1,5
.68.80.136,3
Wyang,11
Jjc153,1
Brandmeister,8
Sinhako,2
Schissel,1
.249.100.73,1
JackOfTrades1776,3
Munich1158,5
2.198.102.175,1
Yunshui,13
.83.122.84,2
.100.207.52,1
BIL,5
4.220.58.12,1
.178.240.127,5
A00:23C4:4F83:2C00:282D:C1C8:9415:DA85,1
SigKauffman,1
.149.187.187,2
.16.81.182,6
Beauty by BP,1
9.153.234.254,9
.14.224.157,1
5.34.48.178,1
Prself1,2
.5.98.20,4
02:30A:2C7D:4AC0:5182:54F5:7900:8CFA,2
Hollywoodd,3
01:58B:0:CE9E:A895:B2F3:FD32:A601,1
Erkatta11,1
Comdra sr,5
7.77.223.8,7
8.214.167.79,1
DrJos,16
Tampabay721,1
RocketLauncher2,1
.252.99.135,1
.6.7.37,1
Analytikone,1
Surajdograaa,1
A02:C7D:32AA:F00:85C6:6BF0:529E:F606,1
.196.8.241,1
.209.29.127,1
Abhishek kafle,5
.4.176.15,1
RedPanda25,7
Deipnosophista,1
Domdeparis,83
Bp0,6
.89.97.147,1
3.69.164.128,2
Stratosphere,3
.190.90.153,1
8.200.163.91,1
The Anome,67
Crnorizec,3
.211.21.71,1
.4.49.191,1
NgoziAdaora,1
46lewis,2
IARXPHD,1
.187.121.167,1
SarekOfVulcan,3
NostalgiaBuff97501,1
Smithjon33322,5
8.148.144.74,1
Mariaavgoulis,1
.191.106.53,1
Squash4dave,1
00:8805:B484:1100:82C:8DC2:FCCA:9690,1
.113.162.174,1
.94.105.112,1
01:1C2:4D00:386D:DD5E:C22E:CFE1:1FE2,1
.182.92.176,2
Gargaj,1
02:30A:C7E2:6850:91D0:523:4DF7:C2E2,18
Disneyluvr818,2
MGoBlueHockey,1
Sammy1857,1
Tayloe.cook,12
.97.25.169,1
.207.173.160,1
.177.69.73,1
03:3020:2204:4500:E461:44DA:E03:7137,1
05:E000:ACC1:EC00:49C4:7718:7730:88DB,1
A8add0n,6
PortlockA,7
01:281:C000:9790:E5DA:78DE:9C00:9B14,1
05:205:200F:C89A:0:0:24E:60A4,1
M.K. Tee,1
Smurrayinchester,5
.8.200.72,1
01:8003:A4F3:1900:B064:97DF:FD7:AE31,1
Rockypedia,3
.225.39.64,1
7.211.61.12,3
Prachithakur,1
EconomicHisorianinTraining,1
Dorara dora,3
.120.135.50,3
0.105.2.197,2
Greatness21,4
3.61.195.224,1
Vovan7349,1
Thu Kha Pyae,5
0.144.131.18,2
Callamachus,1
Hart eartH,1
.69.182.4,1
Muhammad Mamoor,3
PasterofMuppets,1
C0re1980,11
04:2000:6181:B900:1131:17D3:BE5B:DC73,3
.106.152.241,2
.14.209.133,1
.21.11.206,2
Redgeographics,1
.154.111.251,1
Hut 8.5,6
.254.54.31,2
Seav,1
06:A000:C707:AF00:6424:B175:17BE:38F2,1
Prashantksingh110,2
.173.37.109,1
9.127.148.10,1
.74.110.81,1
6.45.11.108,46
Dudley Miles,12
Yjmb29,9
5.164.185.43,1
05:204:D20E:9284:897B:52FC:B71B:DCC3,1
Giso6150,2
8.29.164.69,1
A02:A440:DD3C:1:7C8D:FB9E:2205:1212,1
Spiel,1
0.253.153.160,1
Yellowbee22,2
Dan arndt,29
Raykyogrou0,1
02:306:802F:6B90:C538:A7AE:85CC:D201,1
Mshatwell,1
3.83.226.48,1
Dtg50,13
VeenM64,5
05:A000:E701:3500:812F:202C:428D:FDFF,1
3.38.189.10,2
PhilaRegion1062,10
.132.213.201,1
Ebw343,1
A02:A03F:A41:F700:D887:4615:C64C:C3E7,1
6.91.174.99,2
.91.213.20,11
Hno3,1
02:1980:81C0:9423:0:0:0:1,1
.0.40.232,1
2.185.160.132,2
.69.99.20,2
roosters,1
Mobyjaws56,11
Bigmoneyz,1
.187.111.70,1
Thomas.W,48
5.225.80.111,1
.88.19.16,1
Navarrocortez,3
Wikilackey,1
.48.109.35,1
7.77.203.23,1
8.39.205.16,3
01:603:1000:9970:A53D:D85D:D907:CAC4,1
6.206.33.105,2
Mtminchi08,36
6.90.14.156,3
Bwmodular,3
Ingas5,1
.60.119.247,1
.200.223.183,1
Mamayuco,40
Prakash2p,1
05:8D80:6C7:8FCE:194F:D2FD:89AB:C1AB,4
Saforrest,2
DobarSkroz,1
Snens,1
Qzd,51
Meno25,3
7.221.247.167,1
Equineducklings,1
07:FEA8:A760:868:A9BF:9A4A:C43B:C4DF,1
9.232.157.80,1
Lullabalooza,1
Sphilbrick,128
PotfromKP,1
Ronniewaves,3
8.168.36.133,2
0.129.130.69,1
TBMNY,2
02:306:CDA2:E890:6135:A31A:C7B0:586B,15
Yinonk,16
.87.114.87,1
Jackm135,1
5.27.105.162,1
.129.254.155,1
.174.63.237,1
Texniths,1
.183.138.218,2
7.98.198.84,3
MKI4,4
ThomKin,2
.155.148.222,1
02:304:CFF8:5A30:19E3:6EA0:4264:D169,3
Encompass88,1
MrKing84,1
Class455,5
Webmasteruiu,1
0.159.226.201,1
.89.223.75,1
.18.28.102,1
8.186.40.3,1
4.183.40.196,1
JLSR37,1
2.207.93.13,1
Aristophanes68,228
Proberti007,1
.114.24.125,1
Askolsun,2
01:8003:6530:1600:B8AD:C5B:76D4:2DF2,6
.16.38.46,1
8.233.141.25,1
.153.54.12,4
Sunface1313,4
.11.92.151,1
Westondavies20,1
Anonymous 234,1
Hakken,2
Tazguy00,1
KD0710,1
Big Dre,1
7.240.164.122,1
Lccasey67,1
.222.167.83,2
2.68.111.116,1
.47.81.106,1
.131.15.43,5
7.147.92.83,1
OldSkool01,1
IceCuba,3
Cuddy Wifter,1
Dr Lotus Black,1
7.204.116.53,2
.87.114.228,2
.85.123.31,1
Pannam2014,34
.101.163.227,2
Shashikantgautam1994,1
.246.107.215,1
8.188.65.244,2
Celestinesucess,14
05:6001:E219:5900:7010:4E8F:19E5:3F2A,4
Dom Oco,4
.66.97.239,1
EriksBass,3
.6.103.125,2
Sargdub,2
8.5.121.237,1
2.135.235.188,1
.101.40.154,1
A02:C7F:6014:B800:CCEA:FCE4:17A6:BD5F,1
01:282:8101:EE00:F827:741B:3315:6FB4,1
Gabones,1
3.22.25.78,6
9.58.77.32,1
1.67.105.134,1
Msb73505,3
A02:C7D:C5FB:B200:210F:227D:983D:832D,1
3.67.173.181,1
Vif12vf,7
Dr.sahi1,2
.92.34.65,1
Bbb2007,8
4.192.0.38,1
4.123.69.185,1
Eggishorn,21
.120.20.110,1
Socialmediaja,1
A02:C7D:2651:2600:C1AA:B8B2:87BC:5D03,1
Ntropolis,2
JFG,266
.20.109.120,1
Newyorkbrad,7
.206.120.61,2
Guccisamsclub,5
Melchoir,1
Antepenultimate,34
Nmatoianfresnostate,1
Shskislqajhwhejwj,1
Hugopako,17
.87.217.133,1
Jiangyu911,2
Blairall,9
Okokcool,1
Tompyro,1
.181.73.135,1
.65.34.208,1
ZxxZxxZ,5
Maddy6214,1
Earbox,1
4.17.18.170,1
ZyMarionete,1
02:306:B8BA:4250:CD1C:CE63:1CD1:B7CA,1
.174.91.57,1
.77.76.89,1
07:FCC8:E9C0:2F00:303B:2E36:BEFA:10A0,1
Dexbot,79
Polemicista,3
.113.245.244,1
Discospinster,1
Funkendub,1
LetsMake,4
5.174.22.25,4
Robywood12292002,2
BooCookie,1
05:6000:3F05:2800:6447:CFE5:72BA:C2BC,4
4.130.177.210,1
3.228.119.166,2
1.79.14.77,1
Rhynhardtk,1
3.176.189.56,1
.164.81.178,3
Julierb1668,1
OctraBot,100
3.31.147.18,2
01:E68:6C08:2A00:C04B:3636:F1EA:2BF4,1
.60.162.99,3
9.147.101.90,1
A02:C7D:4436:4600:1C08:9FA2:A506:B656,2
Midstrath,1
4.43.79.92,2
NorthernFactoid,15
.32.71.12,2
6.251.197.62,1
4.124.64.60,4
0.102.82.168,1
Shawzier15,3
05:205:838C:6376:156C:687:F8BA:7B02,1
Gouncbeatduke,4
MsInfo2u,1
.73.185.105,1
.156.189.110,2
Toby7Ten,1
00:1007:B104:D0EE:C8C3:7005:111C:D54C,1
.87.64.227,1
.34.47.167,1
Stevedorst,1
Inspex,1
Realsmartcraft,2
02:301:77C1:BED0:1D01:77F9:2D6F:A0B4,3
4.227.2.178,1
Sport and politics,7
Sypted,2
00:387:3:803:0:0:0:6B,1
Infernape612,2
.63.204.1,3
Joefish515,1
00:1012:B04D:BAA9:D51E:C12A:8C07:BF73,1
Scdbeebe,1
Spensah.v2,1
9.7.113.124,1
Ozair azad,1
3.231.110.237,7
3.165.142.45,1
4.63.68.176,5
Greatlight2,13
Sjjvdberg,1
02:30A:C7D7:E590:3935:6A18:EAB1:1A4C,1
OddsBodkins,15
MGORROW,1
.147.22.157,3
.145.182.129,1
4.123.250.212,1
TheRealRenato,1
Davidvaughanwells,1
TheTruthiness,1
5.21.51.18,2
.189.56.105,1
8.171.130.186,1
Someguy432,1
01:440:C100:20F8:5D8F:397A:97F7:1174,4
0.10.141.213,1
.93.60.214,1
05:204:F001:BD8B:3592:C0:365A:A209,1
Amirtamir,2
CobraDragoon,2
Brad101,4
.36.36.96,1
.136.32.247,1
6.74.94.65,1
.7.97.66,2
Ramaksoud2000,92
PurpleDwight,3
7.210.226.246,1
Myxomatosis57,29
NegrenseBoy123,1
Riahc3,1
GuyLancasterPhD,1
01:198:8000:1117:343F:1461:DE93:1F64,2
2.56.13.122,1
Harsh bhagat (SD),2
5.101.50.10,1
Mian sadam,1
.103.175.14,1
Vyselink,1
Ficheall,1
BlesUCPB,1
.59.217.240,2
Binome,1
05:205:140B:A133:E32C:F675:576F:EF5A,1
.109.54.130,1
9.161.144.41,1
05:204:D00D:D420:A18B:9C4C:988E:90BC,1
.245.69.45,1
Lotom,10
0.183.201.95,1
JzG,53
4.172.155.178,1
.83.147.163,1
Spatms,2
Schily,4
Masebrock,1
00:1:C47E:635B:1D61:189D:F78:AD86,8
4.106.67.140,1
Akuindo,6
.132.231.223,2
7.83.109.22,2
Davidships,2
Sportomanokin,24
Josve05a,32
Neow,1
Sgl74,2
Seuraza,1
DNEP,1
.213.112.113,1
.165.210.92,2
HughMorris15,19
Sharonzuke,2
.52.201.126,1
07:FEA8:4D20:C1:E46B:503:B88C:6434,1
Jak474,1
Marquardtika,25
Nickvet419,16
A01:E34:ED0E:33F0:58BB:75AC:6DAE:476F,1
01:882:100:5910:B4A8:CD2D:BFD0:3307,6
9.216.98.134,2
Sitiboedina,2
Rawbliss,1
Silltruten,1
4.36.231.175,2
DaveAiello,1
Toottoo89,1
0.188.6.239,3
Ifly6,1
04:2000:80D0:C400:C419:A127:FAF:E20F,1
Kplj36,2
.69.224.148,1
.58.36.145,83
Sar2de,2
5.200.234.190,1
Rfassbind,58
.14.160.125,1
01:40C:8201:401A:15DD:2747:A8E4:8455,1
Pouthai Kamei,3
Sueanna,4
4.69.152.30,1
Coneleir,8
bornot2b,1
Arnaud Lambert,1
.118.159.17,1
.44.197.99,1
EliasTheHorse,1
Vaibhavlalan,1
0.35.145.230,2
Yash!,16
02:306:CFEA:170:40B7:4AF4:2EF1:29B8,2
A01:CB08:82E5:7500:A019:B2C6:F013:CE11,1
.31.83.121,1
.213.51.34,1
Donnanz,103
7.83.170.11,1
Jukka Tarvonen,2
Wcquidditch,14
01:245:0:64D1:EC64:D126:67D8:B0E8,1
6.146.67.95,2
.88.10.236,1
.41.29.148,1
.219.245.178,2
Tony Tan,15
.155.140.176,1
0.100.65.215,1
.26.191.229,23
.68.225.189,1
9.12.167.130,2
Ctalley99,18
7.193.240.101,1
Finn Froding,3
Czolgolz,7
Nillurcheier,2
Kalomo Bailey,3
TANMAY MAKODE,2
01:441:8300:1BA0:E086:64F0:3AC3:4AB5,3
2.166.215.34,1
Nai1maker,1
.109.156.118,2
8.244.87.129,1
.12.144.130,2
Mshb73,1
Paul 012,21
.191.187.99,1
0.105.185.8,17
.92.32.20,2
.141.121.70,1
01:E68:6C08:2A00:482D:1CB8:AFDE:CF29,2
Stevenney,4
6.208.108.149,9
.28.179.100,1
7.255.149.102,1
Femismith,1
Nicole Cervantes,7
.168.181.86,6
Spem Reduxit,2
06:A000:4740:5400:9037:D66E:8547:9BFB,1
Rklawton,7
Getmefoodbb,8
RHaworth,3
.7.41.212,1
Caryeastwood,1
.116.248.176,1
01:649:101:5DE7:CCE7:9578:6038:5DD8,1
02:306:C412:E3F9:3C0E:80FD:AB75:900A,1
.155.46.211,1
05:E000:6A0A:3200:25A3:5E8B:134D:88A8,1
Peononon,4
Peter Campbell,4
Cameronsmiley2345qwerty,2
JWilk,1
.121.72.1,1
.75.37.62,1
Meagrudd,1
01:203:C001:4AB:6142:B162:6766:2EB0,2
.0.236.215,1
MarcosFenn,42
01:249:4000:4760:D5F0:90E1:897A:684C,1
7.234.166.78,1
Adolf Morgan,1
Velezeleven,1
.122.67.140,1
Jeff5102,6
3.245.101.174,3
01:201:8100:EBB3:84EF:1BF9:1E13:BA8D,1
MacTed,1
Mshirl2000,1
01:A61:3423:7700:9475:A9B2:5D3C:52D2,1
Maypm,4
Raindrop73,3
Dennis Bratland,11
01:98A:500:A798:A07B:2706:BE2A:2B05,4
.38.133.138,2
Manufrutos,15
Jrooster49,71
Vbrm,2
06:6000:E7C2:E500:4932:152B:1A06:B65E,4
Textcreator,1
Xjym2002,2
3.25.250.109,1
.201.218.169,1
Letbv43po,2
Erudecorp,1
00:8801:680:149:24CE:EED6:3C35:80CB,1
A00:23C4:C05:4B00:E9A4:30C3:8E9F:7EA2,1
Scope creep,96
SteveMcCluskey,5
A02:C7F:8E1B:2100:48E9:2711:C79D:B51E,1
7.19.152.212,1
7.171.235.182,1
3.68.19.41,1
2.58.59.202,1
Benrusholme,5
7.108.126.34,2
Indiraraokanugovi,1
.165.196.103,4
BobKilcoyne,10
7.88.146.79,1
3.247.199.58,1
.99.162.14,5
Mobin.rg,1
Bowling is life,53
01:185:8202:4BA0:35:409C:22A9:2AA7,1
01:86:202:9DD0:50DB:D944:FEB2:8555,2
.207.106.38,1
.96.209.205,1
00:1:C6E2:34BB:BC45:3658:1383:D6F8,1
Haritha101,2
Aaker,1
Fred Biggin,1
.76.236.232,1
Logret de Carlin,1
.136.138.144,1
Prioryman,21
7.53.77.84,1
Rexton Williams,1
06:3003:2006:76:4132:78FD:FC2F:7CAE,2
.190.118.158,1
01:603:4000:1140:787F:BE01:FD6E:437E,1
.160.155.41,1
Trappist the monk,46
Sunwin1960,15
.123.34.156,1
Pubdog,19
Jimmymdugan,2
Hammertime5252,2
TraceyR,3
Pidipee,1
05:8D80:6C2:EEB9:E2E3:9D9A:665F:A6CE,1
DM Trix,1
Tsergines,1
05:6000:3C0D:9B00:519:DE25:72BF:52D8,1
.97.253.224,2
.132.227.72,4
02:306:801A:69E0:8DAC:5EE5:DDE9:4337,1
.31.35.247,4
.129.97.17,1
Qwertyuiop71944,2
.87.138.176,6
QatarStarsLeague,14
Shameran81,2
.211.222.14,4
Gadzirai,4
.40.140.143,1
Motion Picture,22
Vipinraagam,1
CarlosTheBadger,1
.26.88.100,1
6.85.40.69,2
04:2000:12C0:5D:10B1:2D84:57D5:E2BC,1
.173.13.233,1
.125.123.200,19
Guilherme Silva Santos,1
6.41.25.114,6
Arossmorrison,1
Sparafucil,1
1.222.235.224,1
Norton420,8
ABC paulista,3
.248.122.162,2
0.127.116.102,1
remains,4
3.214.89.226,1
05:204:A40C:A531:ADF5:2D36:70F:9DCC,2
MPants at work,11
7.77.206.128,1
.12.24.222,1
Freddie Brooks,1
DocYako,1
Frankieroberto,1
Hemant Dabral,27
Fernandosmission,3
.82.10.147,1
WikiAlexAlex,2
01:14D:4002:1CC8:E6CE:8FFF:FE5E:4F7C,11
Cyberxstrm,1
01:E68:6A6C:5300:B422:934F:3EB7:B7A1,1
05:205:C:DC1F:A88D:A619:919B:CB5A,2
.168.160.198,1
1.7.200.9,1
.35.119.185,2
Merseymale,3
Mar vin kaiser,3
.42.50.244,1
Proxima Centauri,10
.231.218.136,2
5.215.245.112,1
.44.240.244,3
Wasted Time R,5
.129.97.31,2
Aspects,21
JSafi ToffeeFan,20
Malikjahanzaibsohail,2
1.36.82.161,1
Michaelh2001,3
Trivendra Singh,1
01:8C3:4202:4C70:9500:7493:4FB1:A733,2
.137.54.204,1
Hellowikiwikii,2
02:306:35D6:E510:598:11D9:1D74:5FA2,1
2.69.182.158,4
Ytoyoda,1
9.158.107.193,1
.132.234.120,1
Raul464,3
Diego Moya,8
Vi media,3
Phinumu,2
A02:2121:28A:DFD3:8D30:B7C4:8BC0:A989,1
02:306:CDC8:EE60:9CE0:CBFA:2FD3:2FC3,2
1.44.24.59,1
S M Sowkot Hasan,3
02:306:CFC8:DDB0:31B7:1583:AFEC:841,1
04:431:F708:6F67:B81F:A102:DD6:A491,4
A02:C7D:2DA3:8300:9D09:63EC:7198:D222,1
JeAgLeS14,1
.48.82.206,1
Tommy Douglas,1
Fayenatic london,14
.132.238.13,1
K4c2m4r,1
Adavidb,8
RichaKol,1
.241.155.92,1
.254.10.182,2
.202.199.87,1
.175.22.22,5
06:6000:6101:B700:C43D:C63D:D16:D86E,9
Smvital,3
7.215.133.107,1
3.57.255.167,1
04:2000:B005:3E00:78F7:8BA6:99EC:3776,1
0 Lux,1
Jan BeStam,2
A00:23C4:C69D:8D00:584F:A32B:CFA4:7CCE,7
Bong009,5
Tammydemo,1
Rameezraja001,6
.135.98.202,2
01:300:4000:CA25:0:0:0:3484,5
A03:2880:2111:BFD2:FACE:B00C:0:8000,1
MAY,1
.18.27.218,1
.87.150.69,1
.238.142.59,1
Aoba47,142
Krischenowski,2
RocketJohn,1
.14.36.152,1
.127.156.157,1
01:248:2:1C3C:ADC2:7B1A:E068:73EC,2
Sbemmanuel,1
4.151.61.230,3
.4.32.249,1
.44.29.178,1
.32.66.186,1
02:306:C4B8:60C0:BD02:B8C1:B0C8:7807,1
A02:C7D:5270:7A00:D50E:A5B9:D687:6E88,3
Allanstevens,1
01:18C:504:663B:7467:AFA5:9CB7:3043,2
Spyglasses,3
.79.132.106,1
.59.67.250,1
SRSowmik,1
.9.211.50,1
Dart2264iuyou,16
Jweaver28,10
8.238.232.79,1
.67.188.189,1
MitchellJJ44,1
8.187.126.98,1
02:306:8B04:880:4985:41AB:77ED:452E,1
3.66.146.66,1
.24.245.100,2
1.98.94.176,1
Cuthalion99,1
DAAOEM91019,14
.139.241.85,2
4.76.120.57,1
.112.85.16,1
3.205.198.60,1
.118.111.189,2
KTo288,10
.130.156.215,7
9.90.92.18,1
FoHasan,1
Betty Logan,20
2.198.76.57,1
Shen97,1
Mar11,29
Zythe,1
.183.163.18,1
Seduisant,1
.78.60.183,1
.209.53.202,1
VampireKilla,19
QWERTWTWRWWEEEEEEE,1
.57.140.55,3
7.65.153.99,1
AnjanBorah,6
Eislauffan,33
Theurgist,2
Raftylolis(gangster bugs),2
A02:C7D:3C2B:CD00:7496:5EA6:A60C:F921,1
01:241:300:C930:5DD1:B483:DB76:D00B,1
.15.240.73,1
Rolandlegrand,1
Samak,1
01:56A:7684:EC00:4919:A364:E718:54B4,1
.132.248.125,3
02:304:CDC4:6450:88CE:3C8D:6783:9A52,2
.187.88.80,1
00:387:9:3:0:0:0:7F,2
RusdianaDablang,1
.1.192.234,1
0.21.36.30,1
.8.52.233,1
Statsrick,1
Harfarhs,8
.144.22.62,22
.28.81.73,1
A02:C7D:8A06:5500:A5FE:8E7:B8DB:8EA7,1
.102.169.113,1
5Kai,1
0.92.124.215,2
Paintspot,1
Naniwako,7
Mldaller,1
Prb43,1
01:586:C603:836:3178:374F:B3F8:5A21,1
.15.118.142,1
Wjsnxiao,1
9.193.220.204,1
TFBCT1,14
Ochib,3
Dw410,2
3.48.70.206,1
01:282:8000:2813:1421:AAEA:FC66:7461,1
02:30A:C004:C840:C4DB:9E47:3E96:4129,3
.21.181.28,2
4.84.70.226,1
Dougvining,1
.158.103.248,1
Sherri Deatherage Green,4
Opqsp2n,4
2.57.181.113,2
.28.48.183,2
Sambucaxoxo,2
Gaeaman787,13
.112.204.33,3
5.112.2.2,1
Spl990,1
01:14BB:51:666D:5137:120E:D333:100F,12
.9.99.68,4
1.45.62.153,1
7.191.239.248,3
7.77.172.86,1
Crom daba,16
4.110.206.112,1
0.239.49.228,2
2.203.132.151,1
JaconaFrere,6
.4.214.223,1
.248.224.92,4
KansasCity,6
Thatwhoiswise,3
05:204:5285:AD7F:0:0:18EC:A0A5,1
Samwalton9,75
05:6001:E790:5800:58C:5C50:2C4A:BF14,2
Taxman1913,20
8.70.41.14,1
Anatoly13,1
Alegrakastens,1
0.72.9.207,1
.90.101.156,1
Maxsmart9000,2
7.97.251.62,2
Puikstekend,1
Piyush.Agarwal,1
02:30A:C093:BB0:C049:C6AD:34EB:584A,1
01:569:BC08:8200:41C6:1D8D:D1F0:C23A,1
Legosharkdan,2
Crawford88,5
Qsef45,2
00:8800:AC02:8500:E02E:7E63:81D2:48B2,1
Gogosashvili,17
Trankuility,10
Slavuta33,1
01:14D:8201:E21:C10A:3400:8CE9:1E98,1
Kevinalewis,1
Daniel mike,1
Beringar,1
Tope110383,1
ThunderPeel2001,1
05:204:D20E:9284:ED6E:8077:7557:4C3A,1
8.163.65.204,1
Beshogur,2
Spohntaneous,1
.83.24.209,1
Surena20,7
4.145.193.28,3
Kunalrks,1
Supergabbyshoe,2
6.209.247.58,1
Marfinan,5
1.200.62.30,3
.30.54.78,1
Taeyebar,1
.27.226.228,1
Pendright,2
.189.191.82,1
.106.124.18,1
0.240.117.233,5
Bruto,3
.114.26.178,1
1.49.249.254,1
.151.134.214,1
02:30A:2EEC:5AA0:804:DCED:DBB:1EE3,1
Carriemin,1
Stevenquartzuniverse,1
6.30.67.221,33
Yashthepunisher,2
8.220.111.107,3
SimonHeywood,1
.20.47.155,1
2.146.230.48,1
00:8803:DC0B:AD00:58D9:BA27:6274:F390,1
1.166.198.82,1
.140.153.140,1
.165.57.114,3
Mammoth130,1
Gnosis,1
Myersmien1,2
OpenNav,2
8.200.117.121,1
7.197.180.55,1
3.243.76.165,3
WilliamJE,15
Rajeevkumar1405,2
Ahsan Muhammadi,1
Storkk,1
07:FEA8:13E0:7AD:0:0:0:2,1
Mark Schierbecker,2
01:1C2:4B00:2432:D9D1:200C:4661:938F,2
Ayeshasundusshafiq,5
Wrappos,1
KyleC24,2
8.21.253.46,1
02:306:301E:E2F0:8CF:2CFF:F72C:D114,26
01:8A0:FEF3:5201:94FB:ECB9:782F:E591,4
.97.132.169,4
Bairavaa Official,1
03:300B:60A:7F00:B8E7:F465:613C:329A,1
Epicurus78,15
Neptune's Trident,65
PatGallacher,1
Fnielsen,2
Morganoshell,3
Northwest,1
ClemRutter,20
.113.216.63,1
8.124.251.58,1
MassimoVivona,6
Nicnyg,1
Rgr09,6
Pinkpetrol,1
3.49.89.157,1
7.77.210.31,7
Ajokesteryo,2
9.94.8.255,1
Roxy the dog,5
.44.120.59,1
Little kingsfan2005,2
Nirnit,12
Paul-Eric Langevin,3
.95.55.67,2
Chandrabhan prajapati,1
Stuartfanning,1
.174.103.90,1
.203.44.185,2
4.153.69.93,1
.22.122.76,2
05:204:D20E:9284:C058:D7FF:5020:28E2,1
9.145.68.41,1
07:FEA8:33DF:FDD6:54C5:7EDC:5635:5DDD,1
.241.74.189,2
G4T0R4D3xEN3RGY,1
.176.123.131,1
GinnyLuna,1
.102.247.10,1
Welee41,1
00:1:B101:CC8E:D1FF:415D:F2C9:8ADF,1
.230.251.10,1
Fare Enterprise,2
Hmlarson,58
5.178.26.34,4
Cpicciolini,1
Kevin James Scott,1
Deacon Vorbis,1
Sfs90,1
Mihirpmehta,16
.19.203.86,1
Virginia Dutch,1
Makeandtoss,24
XXxShreksterxXx,3
InfoMustBeFree,1
.242.68.157,1
It's hard to translate things when you don't know anything about hockey,2
Pauli133,1
.111.156.140,1
.109.254.166,1
Hitomic,1
8.128.1.162,2
FruitPunch,2
Jim at WRB,2
.31.105.118,1
.26.139.34,2
Anita5192,5
Wjcfreelancer,7
.252.168.120,1
TomG2002,7
&6=thirteen,34
.30.3.180,1
6.174.31.125,1
Veritycheck,2
.47.34.152,1
.132.221.186,7
Philipp Kornreich,1
.171.119.200,1
Cormac Nocton,12
4.166.249.255,2
.33.2.119,1
.81.49.71,2
02:301:7763:A10:F415:93A9:9663:C2F5,5
02:306:31C9:C0:8CA0:86BC:34CF:C5B6,1
01:547:C400:D86:D00E:A9DF:4399:744,5
8.152.197.192,2
2.205.148.166,11
2.56.41.50,16
SoulafHadad,3
05:8D80:683:D399:F970:9D27:6322:6E86,1
7.77.222.167,1
Skytravel738,5
Matthew250,3
.141.164.109,1
0.191.95.230,1
GoferDesk,1
05:E000:AF01:A300:6D8C:C471:1AA7:A5D7,1
Ocalam,2
9.239.123.107,1
.221.219.101,2
6.155.123.134,1
Brian heim composer,1
Pachisu124,3
Temax,1
RittyMcTib,1
.38.186.92,2
3.35.47.233,1
Od Mishehu,24
JOOVW,1
Jeiannueva,2
.78.90.18,1
ZeniffMartineau,7
3.120.100.115,1
4.143.243.87,1
02:306:C458:6E40:81B8:16B3:47D8:E89B,1
3.205.251.46,1
05:204:8202:85A4:0:0:11DD:C8A0,1
3.203.81.163,1
9.179.199.144,5
4.30.71.38,1
05:204:A304:1553:ADA7:BA64:432F:619A,1
.28.195.249,1
.174.87.172,2
.135.171.98,2
01:A61:32FB:9401:8C34:D8D:3FC7:2A18,1
.166.7.146,2
2.156.74.196,1
.146.35.181,1
06:6000:C292:C100:494:8049:B762:FB56,1
.111.135.46,3
Kbrose,4
KimCamz,2
.100.191.63,3
Liao,3
2.121.19.254,2
Avi8tor,1
4.144.70.46,1
FruitDefence,1
